Name of the farmer,Type of Soil,Type/Variety,Location,Type of Crops,Week 1,Week 2,Week 3,Week 4,Month,Year,Total,Report Type
Lynn Alicia Johnson,Irrigated,NSIC Rc 216,Purok 4,Corn,1.38,0.69,1.05,0.9,March,2023,4.02,Harvest
Lynn Alicia Johnson,Irrigated,Tubigan 14,Purok 4,Corn,0.65,1.96,1.1,1.54,April,2023,5.25,Harvest
Lynn Alicia Johnson,Irrigated,PSB Rc82,Purok 4,Corn,1.08,1.87,1.37,1.42,May,2023,5.74,Harvest
Lynn Alicia Johnson,Irrigated,NSIC Rc 222,Purok 4,Corn,1.11,0.52,0.61,0.85,June,2023,3.09,Harvest
Lynn Alicia Johnson,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.72,1.15,1.88,0.91,July,2023,5.66,Harvest
Lynn Alicia Johnson,Non-Irrigated,Tubigan 14,Purok 4,Corn,0.92,1.45,0.85,0.67,August,2023,3.89,Harvest
Lynn Alicia Johnson,Irrigated,NSIC Rc 216,Purok 4,Corn,1.58,1.31,0.97,0.74,September,2023,4.6,Harvest
Lynn Alicia Johnson,Irrigated,PSB Rc82,Purok 4,Corn,1.27,1.57,0.76,0.76,October,2023,4.36,Harvest
Lynn Alicia Johnson,Irrigated,PSB Rc82,Purok 4,Corn,1.82,1.79,0.91,1.71,November,2023,6.23,Harvest
Lynn Alicia Johnson,Irrigated,NSIC Rc 216,Purok 4,Corn,1.32,0.92,0.6,1.87,December,2023,4.71,Harvest
Lynn Alicia Johnson,Irrigated,PSB Rc82,Purok 4,Corn,0.69,1.51,0.57,0.61,January,2024,3.38,Harvest
Lynn Alicia Johnson,Irrigated,PSB Rc82,Purok 4,Corn,1.01,1.55,0.62,1.83,February,2024,5.01,Harvest
Lynn Alicia Johnson,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,0.76,0.85,1.56,0.6,March,2024,3.77,Harvest
Lynn Alicia Johnson,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.61,0.65,1.51,0.97,April,2024,4.74,Harvest
Lynn Alicia Johnson,Irrigated,NSIC Rc 216,Purok 4,Corn,1.72,1.03,0.89,1.98,May,2024,5.62,Harvest
Lynn Alicia Johnson,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.8,1.91,0.93,1.89,June,2024,6.53,Harvest
Lynn Alicia Johnson,Irrigated,NSIC Rc 216,Purok 4,Corn,1.36,1.96,1.32,1.5,July,2024,6.14,Harvest
Lynn Alicia Johnson,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.51,0.93,1.89,1.05,August,2024,5.38,Harvest
Lynn Alicia Johnson,Irrigated,NSIC Rc 222,Purok 4,Corn,1.23,1,0.51,0.87,September,2024,3.61,Harvest
Lynn Alicia Johnson,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.61,1.21,0.52,1.3,October,2024,4.64,Harvest
Lynn Alicia Johnson,Irrigated,Tubigan 14,Purok 4,Corn,0.93,1.9,1.31,1.98,November,2024,6.12,Harvest
Lynn Alicia Johnson,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.48,1.61,1.77,0.84,December,2024,5.7,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 222,Purok 4,Corn,0.62,0.65,1.77,1.85,January,2020,4.89,Harvest
Jeffrey Lisa Mcneil,Irrigated,Tubigan 14,Purok 4,Corn,0.52,1.07,0.56,1.16,February,2020,3.31,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 222,Purok 4,Corn,1.31,1.23,1.47,0.85,March,2020,4.86,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,0.77,1.7,1.67,0.81,April,2020,4.95,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.52,0.9,1.56,1.19,May,2020,5.17,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 222,Purok 4,Corn,0.96,1.73,0.8,0.54,June,2020,4.03,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,1.39,1.6,1.36,1.29,July,2020,5.64,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,1.16,0.82,1.29,1.02,August,2020,4.29,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,1.96,1.5,1,1.46,September,2020,5.92,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,1.56,1.48,1.18,1.82,October,2020,6.04,Harvest
Jeffrey Lisa Mcneil,Irrigated,Tubigan 14,Purok 4,Corn,1.04,1.24,1.61,1.55,November,2020,5.44,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 222,Purok 4,Corn,0.73,1.3,1.98,0.9,December,2020,4.91,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 222,Purok 4,Corn,1.26,1.99,0.53,1.96,January,2021,5.74,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,1.88,0.71,1.04,1.84,February,2021,5.47,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.91,0.68,1.77,1.98,March,2021,6.34,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.54,1.42,1.51,1.23,April,2021,5.7,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 216,Purok 4,Corn,0.74,1.73,1.38,1.25,May,2021,5.1,Harvest
Jeffrey Lisa Mcneil,Irrigated,Tubigan 14,Purok 4,Corn,0.8,1.44,1.71,1.9,June,2021,5.85,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 216,Purok 4,Corn,1.03,1.27,1.73,1.47,July,2021,5.5,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 216,Purok 4,Corn,0.85,0.78,1.84,0.75,August,2021,4.22,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 216,Purok 4,Corn,0.5,1.91,0.65,0.87,September,2021,3.93,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 216,Purok 4,Corn,1.85,0.6,1.68,1.79,October,2021,5.92,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.26,0.62,1.79,1.07,November,2021,4.74,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.73,1.89,1.77,1.63,December,2021,7.02,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 216,Purok 4,Corn,1.71,0.8,1.12,0.84,January,2022,4.47,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 216,Purok 4,Corn,0.91,0.98,0.83,1.78,February,2022,4.5,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,0.91,1.69,0.67,1.17,March,2022,4.44,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.41,0.51,1.44,1.46,April,2022,4.82,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.15,1.25,0.7,0.67,May,2022,3.77,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.87,0.92,0.99,1.77,June,2022,5.55,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.01,0.71,0.78,1.85,July,2022,4.35,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 222,Purok 4,Corn,1.29,1.24,1.43,1.55,August,2022,5.51,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.68,1.83,1.55,0.86,September,2022,5.92,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,Tubigan 14,Purok 4,Corn,0.99,1.87,1.47,0.94,October,2022,5.27,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.36,1.02,1.69,1.58,November,2022,5.65,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,1.15,1.05,1.36,2,December,2022,5.56,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,Tubigan 14,Purok 4,Corn,0.84,1.38,1.34,1.34,January,2023,4.9,Harvest
Jeffrey Lisa Mcneil,Irrigated,Tubigan 14,Purok 4,Corn,1.2,1.87,1.49,0.82,February,2023,5.38,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,1.82,1.27,1.57,1.06,March,2023,5.72,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 222,Purok 4,Corn,0.67,1.65,1.49,0.93,April,2023,4.74,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,1.27,1.38,1.07,1.48,May,2023,5.2,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,0.99,1.37,0.93,1.43,June,2023,4.72,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,NSIC Rc 216,Purok 4,Corn,0.86,1.57,1.84,1.89,July,2023,6.16,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.5,1.46,0.87,1.7,August,2023,5.53,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,PSB Rc82,Purok 4,Corn,0.78,1.32,0.9,1.75,September,2023,4.75,Harvest
Jeffrey Lisa Mcneil,Irrigated,PSB Rc82,Purok 4,Corn,1.68,1.4,0.79,1.11,October,2023,4.98,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,NSIC Rc 222,Purok 4,Corn,1.03,0.84,1.25,1.83,November,2023,4.95,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.62,1.14,0.62,1.53,December,2023,4.91,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.71,0.56,0.92,1.67,January,2024,4.86,Harvest
Jeffrey Lisa Mcneil,Irrigated,Tubigan 14,Purok 4,Corn,1.59,1.54,1.22,1.01,February,2024,5.36,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 216,Purok 4,Corn,1.43,1.07,1.31,1.71,March,2024,5.52,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.26,1.19,1.73,1.72,April,2024,5.9,Harvest
Jeffrey Lisa Mcneil,Irrigated,NSIC Rc 216,Purok 4,Corn,1.84,1.05,1.88,1.2,May,2024,5.97,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,Tubigan 14,Purok 4,Corn,1.26,0.91,0.51,1.8,June,2024,4.48,Harvest
Jeffrey Lisa Mcneil,Irrigated,Tubigan 14,Purok 4,Corn,0.6,1.56,1.37,0.74,July,2024,4.27,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.83,1.89,0.98,1.2,August,2024,5.9,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,Tubigan 14,Purok 4,Corn,0.8,1.65,1.23,0.7,September,2024,4.38,Harvest
Jeffrey Lisa Mcneil,Irrigated,Tubigan 14,Purok 4,Corn,0.76,1.94,1.78,1.42,October,2024,5.9,Harvest
Jeffrey Lisa Mcneil,Non-Irrigated,PSB Rc82,Purok 4,Corn,1.72,1.72,1.05,1.93,November,2024,6.42,Harvest
Jeffrey Lisa Mcneil,Irrigated,Tubigan 14,Purok 4,Corn,1.61,1.88,1.03,1.21,December,2024,5.73,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,0.67,1.47,1.02,1.16,January,2020,4.32,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 222,Purok 3,Corn,1.69,0.54,1.21,0.65,February,2020,4.09,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 216,Purok 3,Corn,1.49,0.6,0.9,1.66,March,2020,4.65,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 222,Purok 3,Corn,1.84,1.86,1.48,1.62,April,2020,6.8,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 216,Purok 3,Corn,1.08,0.62,1.01,0.55,May,2020,3.26,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.1,0.75,0.92,1.17,June,2020,3.94,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 222,Purok 3,Corn,1.65,1.98,1.14,1,July,2020,5.77,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 216,Purok 3,Corn,1.35,0.59,0.63,1.86,August,2020,4.43,Harvest
Michelle Bradley Hughes,Non-Irrigated,PSB Rc82,Purok 3,Corn,1.22,1.99,1.72,1.11,September,2020,6.04,Harvest
Michelle Bradley Hughes,Irrigated,Tubigan 14,Purok 3,Corn,0.63,1.76,1.16,1.15,October,2020,4.7,Harvest
Michelle Bradley Hughes,Irrigated,Tubigan 14,Purok 3,Corn,1.76,1.2,1.29,0.54,November,2020,4.79,Harvest
Michelle Bradley Hughes,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.11,1.2,1.98,1.06,December,2020,5.35,Harvest
Michelle Bradley Hughes,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.21,1.9,0.58,1.32,January,2021,5.01,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,0.91,1.8,0.63,0.94,February,2021,4.28,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.52,1.7,0.81,1.73,March,2021,5.76,Harvest
Michelle Bradley Hughes,Non-Irrigated,PSB Rc82,Purok 3,Corn,1.48,1.58,1.92,1.22,April,2021,6.2,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.52,1.25,0.58,1.31,May,2021,4.66,Harvest
Michelle Bradley Hughes,Irrigated,Tubigan 14,Purok 3,Corn,1.89,1.54,0.9,1.4,June,2021,5.73,Harvest
Michelle Bradley Hughes,Non-Irrigated,Tubigan 14,Purok 3,Corn,0.89,1.1,1.29,1.57,July,2021,4.85,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 222,Purok 3,Corn,1.02,0.97,1.19,0.8,August,2021,3.98,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 216,Purok 3,Corn,1.7,0.69,1.48,1.59,September,2021,5.46,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.77,1,1.03,1.3,October,2021,5.1,Harvest
Michelle Bradley Hughes,Irrigated,Tubigan 14,Purok 3,Corn,1.77,1.11,1.66,0.55,November,2021,5.09,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 216,Purok 3,Corn,0.58,1.85,1.94,1.32,December,2021,5.69,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 222,Purok 3,Corn,1.31,1.75,1.06,0.73,January,2022,4.85,Harvest
Michelle Bradley Hughes,Irrigated,Tubigan 14,Purok 3,Corn,0.93,1.11,1.95,1.63,February,2022,5.62,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 216,Purok 3,Corn,0.8,1.56,1.38,1.9,March,2022,5.64,Harvest
Michelle Bradley Hughes,Irrigated,Tubigan 14,Purok 3,Corn,0.95,1.06,0.5,1.59,April,2022,4.1,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.11,1.96,1.32,0.9,May,2022,5.29,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 216,Purok 3,Corn,1.46,1.02,1.41,1.13,June,2022,5.02,Harvest
Michelle Bradley Hughes,Non-Irrigated,PSB Rc82,Purok 3,Corn,0.52,1.51,1.37,0.98,July,2022,4.38,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.11,1.79,1.74,0.76,August,2022,5.4,Harvest
Michelle Bradley Hughes,Non-Irrigated,PSB Rc82,Purok 3,Corn,1.47,1.72,0.62,1.48,September,2022,5.29,Harvest
Michelle Bradley Hughes,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.26,1.88,1.57,0.68,October,2022,5.39,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 216,Purok 3,Corn,1.7,1.79,1.71,0.71,November,2022,5.91,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.14,1.88,0.67,1.2,December,2022,4.89,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.66,1.94,1.91,1.32,January,2023,6.83,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.91,1.61,1.42,1.59,February,2023,6.53,Harvest
Michelle Bradley Hughes,Irrigated,Tubigan 14,Purok 3,Corn,1.07,1.32,0.68,1.04,March,2023,4.11,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 222,Purok 3,Corn,1.86,1.23,0.59,1.37,April,2023,5.05,Harvest
Michelle Bradley Hughes,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.58,0.79,0.6,1.44,May,2023,4.41,Harvest
Michelle Bradley Hughes,Non-Irrigated,PSB Rc82,Purok 3,Corn,1.02,0.72,1.89,1.31,June,2023,4.94,Harvest
Michelle Bradley Hughes,Irrigated,PSB Rc82,Purok 3,Corn,1.62,0.95,1.63,1.93,July,2023,6.13,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.09,1.36,0.99,1.03,August,2023,4.47,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 222,Purok 3,Corn,1.49,1.95,1.71,0.97,September,2023,6.12,Harvest
Michelle Bradley Hughes,Non-Irrigated,Tubigan 14,Purok 3,Corn,0.71,1.06,1.65,0.86,October,2023,4.28,Harvest
Michelle Bradley Hughes,Irrigated,PSB Rc82,Purok 3,Corn,1.42,1.39,1.13,1.96,November,2023,5.9,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.66,0.53,1.9,1.97,December,2023,6.06,Harvest
Michelle Bradley Hughes,Irrigated,Tubigan 14,Purok 3,Corn,2,1.36,0.62,1.99,January,2024,5.97,Harvest
Michelle Bradley Hughes,Irrigated,PSB Rc82,Purok 3,Corn,1.56,1.51,0.82,1.03,February,2024,4.92,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 222,Purok 3,Corn,1.23,1.28,1.96,0.97,March,2024,5.44,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.1,0.78,1.64,0.9,April,2024,4.42,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.08,1.9,0.82,0.97,May,2024,4.77,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 216,Purok 3,Corn,1.28,0.62,0.85,0.59,June,2024,3.34,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,0.72,0.62,0.88,1.73,July,2024,3.95,Harvest
Michelle Bradley Hughes,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,0.64,1.19,1.41,1.25,August,2024,4.49,Harvest
Michelle Bradley Hughes,Non-Irrigated,PSB Rc82,Purok 3,Corn,1.88,0.9,1.08,0.57,September,2024,4.43,Harvest
Michelle Bradley Hughes,Irrigated,PSB Rc82,Purok 3,Corn,0.62,1.53,1.51,0.95,October,2024,4.61,Harvest
Michelle Bradley Hughes,Irrigated,NSIC Rc 216,Purok 3,Corn,1.58,1.76,0.81,1.44,November,2024,5.59,Harvest
Michelle Bradley Hughes,Irrigated,PSB Rc82,Purok 3,Corn,1.59,1.12,0.56,0.85,December,2024,4.12,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.84,0.62,1.98,1.72,January,2020,6.16,Harvest
Stacy Matthew Nelson,Non-Irrigated,PSB Rc82,Purok 4,Coconut,0.87,1.39,0.62,1.42,February,2020,4.3,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,0.7,1.44,0.93,0.66,March,2020,3.73,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.03,1.8,1.63,0.7,April,2020,5.16,Harvest
Stacy Matthew Nelson,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.8,0.89,1.12,1.62,May,2020,5.43,Harvest
Stacy Matthew Nelson,Irrigated,PSB Rc82,Purok 4,Coconut,1.29,1.73,1.47,1.71,June,2020,6.2,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.76,1.34,1.48,2,July,2020,6.58,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 216,Purok 4,Coconut,0.92,0.82,1.71,0.93,August,2020,4.38,Harvest
Stacy Matthew Nelson,Irrigated,PSB Rc82,Purok 4,Coconut,1.09,1.33,0.77,1.71,September,2020,4.9,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.23,1.97,1.96,1.48,October,2020,6.64,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.33,1.73,1.32,1.84,November,2020,6.22,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,0.85,1.09,1.02,1.71,December,2020,4.67,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,0.83,0.67,1.61,1.29,January,2021,4.4,Harvest
Stacy Matthew Nelson,Non-Irrigated,PSB Rc82,Purok 4,Coconut,0.51,0.53,0.68,0.99,February,2021,2.71,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 216,Purok 4,Coconut,0.78,1.8,1.88,1.42,March,2021,5.88,Harvest
Stacy Matthew Nelson,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.9,1.96,1.42,1.5,April,2021,6.78,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,0.62,1.99,1.86,1.85,May,2021,6.32,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,0.76,1.5,1.76,0.71,June,2021,4.73,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.88,1.67,0.89,1.97,July,2021,6.41,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,0.99,0.93,1.07,1.93,August,2021,4.92,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,0.56,0.85,1.18,1.43,September,2021,4.02,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,0.8,1.03,1.53,0.78,October,2021,4.14,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.45,1.57,1.59,0.85,November,2021,5.46,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.84,0.72,1.81,1.3,December,2021,5.67,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.22,1.29,1.09,1.6,January,2022,5.2,Harvest
Stacy Matthew Nelson,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.34,1.42,0.66,0.85,February,2022,4.27,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.22,1.9,1.35,1.71,March,2022,6.18,Harvest
Stacy Matthew Nelson,Irrigated,Tubigan 14,Purok 4,Coconut,1.13,0.67,1.53,0.84,April,2022,4.17,Harvest
Stacy Matthew Nelson,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.83,1.63,0.72,1.99,May,2022,6.17,Harvest
Stacy Matthew Nelson,Irrigated,PSB Rc82,Purok 4,Coconut,1.03,0.65,0.83,0.63,June,2022,3.14,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.62,1.83,0.73,1.74,July,2022,5.92,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.08,0.99,1.8,0.87,August,2022,4.74,Harvest
Stacy Matthew Nelson,Irrigated,Tubigan 14,Purok 4,Coconut,1.8,1.55,1.93,1.7,September,2022,6.98,Harvest
Stacy Matthew Nelson,Irrigated,PSB Rc82,Purok 4,Coconut,1.13,1.26,1.64,1.83,October,2022,5.86,Harvest
Stacy Matthew Nelson,Irrigated,Tubigan 14,Purok 4,Coconut,1.95,0.63,0.88,0.79,November,2022,4.25,Harvest
Stacy Matthew Nelson,Non-Irrigated,Tubigan 14,Purok 4,Coconut,0.92,1.97,1.01,1.54,December,2022,5.44,Harvest
Stacy Matthew Nelson,Non-Irrigated,PSB Rc82,Purok 4,Coconut,0.64,0.57,1.95,1.46,January,2023,4.62,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,0.89,0.91,1.9,1.41,February,2023,5.11,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.43,1.85,0.61,0.94,March,2023,4.83,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.64,0.52,1.58,1.86,April,2023,5.6,Harvest
Stacy Matthew Nelson,Irrigated,PSB Rc82,Purok 4,Coconut,1.69,1.55,1.32,1.2,May,2023,5.76,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.63,1.84,0.51,0.96,June,2023,4.94,Harvest
Stacy Matthew Nelson,Irrigated,PSB Rc82,Purok 4,Coconut,1.12,1.64,1.64,1.17,July,2023,5.57,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.52,1.57,1.91,1.25,August,2023,6.25,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.87,0.8,1.57,1.46,September,2023,5.7,Harvest
Stacy Matthew Nelson,Non-Irrigated,Tubigan 14,Purok 4,Coconut,0.65,1.02,0.7,1.58,October,2023,3.95,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 216,Purok 4,Coconut,0.71,1.43,1.82,1.63,November,2023,5.59,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.76,1.42,1.78,0.54,December,2023,5.5,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.81,1.02,0.76,1.75,January,2024,5.34,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.6,1.55,1.37,1.39,February,2024,5.91,Harvest
Stacy Matthew Nelson,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.01,0.97,1.49,1.29,March,2024,4.76,Harvest
Stacy Matthew Nelson,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.25,1.01,1.92,1.7,April,2024,5.88,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.09,0.78,0.72,0.86,May,2024,3.45,Harvest
Stacy Matthew Nelson,Irrigated,Tubigan 14,Purok 4,Coconut,0.83,0.66,1.39,1.47,June,2024,4.35,Harvest
Stacy Matthew Nelson,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.75,1.21,1.41,0.79,July,2024,5.16,Harvest
